Name,Year,Mileage,Engine_capacity,Engine_type,Power,Transmission,Drive,Fuel_consumption_mixed,Acceleration_to_100,Cost
BMW 3 серия 2.0 AT,2017,215000,2,Бензин,184,Автомат,Полный,5.7,7.6,1999999
BMW X3 2.0 AT,2013,192000,2,Бензин,245,Автомат,Полный,7.5,6.7,2000000
BMW X5 3.0 AT,2011,310000,3,Дизель,306,Автомат,Полный,7.5,6.6,2000000
BMW 7 серия 3.0 AT,2011,227000,3,Дизель,306,Автомат,Полный,7,6,2000000
BMW 5 серия 2.0 AT,2013,192000,2,Бензин,184,Автомат,Задний,6.4,8,2000000
BMW 5 серия 2.5 AT,2011,230000,2.5,Бензин,204,Автомат,Задний,8,8.5,2000000
BMW X3 3.0 AT,2011,169300,3,Бензин,306,Автомат,Полный,8.8,5.7,2000000
BMW X5 4.8 AT,2008,269818,4.8,Бензин,355,Автомат,Полный,12.5,6.5,2000000
BMW 5 серия 3.0 AT,2010,233000,3,Бензин,258,Автомат,Задний,8,6.7,2000000
BMW X6 3.0 AT,2011,270000,3,Дизель,306,Автомат,Полный,7.5,6.5,2000000
BMW X3 3.0 AT,2012,136000,3,Дизель,313,Автомат,Полный,6.1,5.8,2000000
BMW 5 серия 2.0 AT,2013,210000,2,Бензин,245,Автомат,Полный,7,6.5,2000000
BMW 3 серия 2.0 AT,2015,273000,2,Дизель,190,Автомат,Полный,4.3,7.3,2000000
BMW 6 серия 4.8 AT,2009,186000,4.8,Бензин,367,Автомат,Задний,11.1,5.2,2000000
BMW X5 3.0 AT,2009,290000,3,Дизель,235,Автомат,Полный,8.2,8.1,2000000
BMW 5 серия 2.0 AT,2014,128414,2,Бензин,245,Автомат,Полный,7,6.5,2000000
BMW X6 4.4 AT,2013,184000,4.4,Бензин,407,Автомат,Полный,12.5,5.4,2000000
BMW X3 2.0 AT,2013,205000,2,Бензин,245,Автомат,Полный,7.5,6.7,2000000
BMW 3 серия 2.5 AT,2001,250000,2.5,Бензин,192,Автомат,Задний,9.5,8.3,2000000
BMW X6 4.4 AT,2009,170000,4.4,Бензин,407,Автомат,Полный,9.9,5.6,2000002
BMW X5 3.0 AT,2012,138565,3,Дизель,245,Автомат,Полный,7.4,7.6,2019000
BMW 3 серия 2.0 AT,2013,142574,2,Дизель,184,Автомат,Полный,4.7,7.4,2020000
BMW 5 серия 2.0 AT,2016,207418,2,Дизель,190,Автомат,Задний,4.5,7.7,2029000
BMW 3 серия GT 2.0 AT,2013,190088,2,Бензин,184,Автомат,Полный,6.6,8.3,2030000
BMW X6 3.0 AT,2013,169500,3,Бензин,306,Автомат,Полный,10.1,6.7,2050000
BMW 3 серия 2.0 AT,2015,159000,2,Дизель,184,Автомат,Полный,4.7,7.4,2050000
BMW 7 серия 3.0 AT,2012,196500,3,Бензин,258,Автомат,Задний,6,6,2050000
BMW 3 серия 2.0 AT,2019,130000,2,Дизель,150,Автомат,Задний,4.5,8.8,2050000
BMW X3 2.0 AT,2012,169000,2,Бензин,184,Автомат,Полный,7.5,8.6,2050000
BMW X3 2.0 AT,2014,205135,2,Бензин,245,Автомат,Полный,7.5,6.7,2050000
BMW 5 серия 2.0 AT,2013,270000,2,Дизель,218,Автомат,Полный,5.1,7,2050000
BMW 3 серия GT 2.0 AT,2014,198000,2,Дизель,184,Автомат,Полный,5.1,7.9,2050000
BMW 5 серия 2.0 AT,2013,233000,2,Бензин,245,Автомат,Полный,7,6.5,2050000
BMW 3 серия 2.0 AT,2015,169199,2,Дизель,184,Автомат,Полный,4.7,7.4,2055000
BMW X3 2.0 AT,2015,206000,2,Дизель,190,Автомат,Полный,5.2,8.1,2055000
BMW 5 серия 2.0 AT,2013,177241,2,Бензин,245,Автомат,Полный,7,6.5,2060000
BMW 3 серия 2.0 AT,2012,151000,2,Дизель,184,Автомат,Задний,4.4,7.4,2060000
BMW M6 5.0 AMT,2005,110000,5,Бензин,507,Робот,Задний,14.8,4.6,2060000
BMW i3 0.6 AT,2016,65703,0.6,Гибрид,170,Автомат,Задний,0.6,7.9,2070000
BMW 3 серия 2.0 AT,2012,114277,2,Бензин,245,Автомат,Задний,6.3,6.1,2070000
BMW 1 серия 1.5 AT,2019,123689,1.5,Бензин,136,Автомат,Задний,4.8,8.7,2080000
BMW 5 серия 2.0 AT,2012,180000,2,Дизель,184,Автомат,Задний,5.2,8.1,2080000
BMW 3 серия GT 2.0 AT,2013,142000,2,Бензин,184,Автомат,Задний,6.2,7.9,2090000
BMW 3 серия 2.0 AT,2012,184000,2,Дизель,184,Автомат,Задний,4.4,7.4,2090000
BMW 5 серия 2.0 AT,2013,171419,2,Дизель,218,Автомат,Полный,5.1,7,2090000
BMW X5 3.0 AT,2008,300070,3,Дизель,235,Автомат,Полный,8.2,8.1,2090000
BMW X5 3.0 AT,2010,207649,3,Дизель,245,Автомат,Полный,7.4,7.6,2099000
BMW 5 серия 2.0 AT,2016,190000,2,Дизель,190,Автомат,Задний,4.5,7.7,2099999
BMW X3 2.0 AT,2013,85000,2,Бензин,184,Автомат,Полный,7.5,8.6,2100000
BMW X2 1.5 AT,2019,89000,1.5,Бензин,140,Автомат,Передний,6.3,9.6,2100000
BMW 3 серия 2.0 MT,2013,173300,2,Бензин,184,Механика,Полный,6.8,7.4,2100000
BMW X6 3.0 AT,2009,227000,3,Бензин,306,Автомат,Полный,10.1,6.7,2100000
BMW 3 серия GT 2.0 AT,2016,233000,2,Дизель,190,Автомат,Полный,4.5,7.7,2100000
BMW 3 серия 2.0 AT,2012,96700,2,Бензин,184,Автомат,Полный,5.7,8,2100000
BMW i3 0.6 AT,2017,108000,0.6,Гибрид,170,Автомат,Задний,0.6,7.9,2100000
BMW 5 серия 2.0 AT,2013,205000,2,Дизель,184,Автомат,Задний,4.5,7.9,2100000
BMW 5 серия 2.0 AT,2014,248000,2,Бензин,245,Автомат,Полный,7,6.5,2100000
BMW X5 3.0 AT,2012,315000,3,Дизель,245,Автомат,Полный,7.4,7.6,2100000
BMW 5 серия 2.0 AT,2008,230000,2,Дизель,177,Автомат,Задний,6.1,8.4,2100000
BMW X6 3.0 AT,2009,152000,3,Бензин,306,Автомат,Полный,10.1,6.7,2100000
BMW X3 3.0 AT,2012,270000,3,Дизель,249,Автомат,Полный,6,6.2,2100000
BMW 3 серия 2.0 AT,2013,223147,2,Бензин,184,Автомат,Задний,5.9,7.6,2100000
BMW 5 серия 3.0 AT,2011,225312,3,Бензин,306,Автомат,Полный,8.1,5.9,2100000
BMW 3 серия 3.0 AT,2009,190000,3,Бензин,306,Автомат,Полный,9.7,5.5,2100000
BMW X6 3.0 AT,2008,125000,3,Бензин,306,Автомат,Полный,10.1,6.7,2100000
BMW 2 серия Gran Coupe 1.5 AMT,2020,30000,1.5,Бензин,140,Робот,Передний,5.4,8.7,2100000
BMW i3 0.6 AT,2017,173000,0.6,Гибрид,170,Автомат,Задний,0.6,7.9,2100000
BMW 5 серия 2.0 AT,2013,250000,2,Бензин,245,Автомат,Полный,7,6.5,2100000
BMW 5 серия 3.0 AT,2012,232000,3,Дизель,258,Автомат,Полный,5.5,6,2100000
BMW X6 3.0 AT,2010,274000,3,Дизель,245,Автомат,Полный,7.4,7.5,2100000
BMW 2 серия 2.0 AT,2014,163941,2,Бензин,184,Автомат,Задний,5.7,7,2109000
BMW 5 серия 2.0 AT,2015,204000,2,Бензин,184,Автомат,Задний,5.1,7.9,2117000
BMW 3 серия 2.0 AT,2016,126800,2,Бензин,184,Автомат,Полный,5.7,7.6,2119000
BMW 1 серия 1.5 AT,2019,97007,1.5,Бензин,136,Автомат,Задний,4.8,8.7,2120000
BMW 3 серия GT 2.0 AT,2014,162475,2,Дизель,184,Автомат,Полный,5.1,7.9,2125000
BMW X1 2.0 AT,2018,183000,2,Бензин,192,Автомат,Полный,6.4,7.4,2125000
BMW X1 1.5 AT,2018,110000,1.5,Бензин,136,Автомат,Передний,5.4,9.7,2129000
BMW 5 серия 2.0 AT,2014,207942,2,Бензин,184,Автомат,Задний,5.1,7.9,2130000
BMW 7 серия 3.0 AT,2012,238000,3,Дизель,258,Автомат,Полный,6,6,2133000
BMW 5 серия 2.0 AT,2014,101570,2,Бензин,184,Автомат,Задний,5.1,7.9,2145000
BMW X1 2.0 AT,2015,133574,2,Дизель,190,Автомат,Полный,4.9,7.6,2149000
BMW 1 серия 1.5 AMT,2019,158870,1.5,Бензин,140,Робот,Передний,5.7,8.5,2150000
BMW X5 3.0 AT,2009,301000,3,Дизель,235,Автомат,Полный,8.2,8.1,2150000
BMW 5 серия 3.0 AT,2011,388000,3,Бензин,258,Автомат,Задний,8,6.7,2150000
BMW 5 серия 3.0 AT,2011,270000,3,Дизель,258,Автомат,Полный,5.5,6,2150000
BMW 5 серия 2.0 AT,2012,187000,2,Бензин,184,Автомат,Задний,6.4,8,2150000
BMW 3 серия 2.0 AT,2013,199000,2,Дизель,184,Автомат,Полный,4.7,7.4,2150000
BMW X5 3.0 AT,2013,339000,3,Дизель,245,Автомат,Полный,7.4,7.6,2150000
BMW 5 серия 2.0 AT,2014,177991,2,Бензин,184,Автомат,Задний,5.1,7.9,2150000
BMW 2 серия 2.0 AT,2014,75954,2,Бензин,184,Автомат,Задний,5.7,7,2160000
BMW X3 3.0 AT,2011,175690,3,Дизель,258,Автомат,Полный,6,6.2,2169444
BMW 5 серия 2.0 AT,2011,143830,2,Бензин,245,Автомат,Полный,7,6.5,2170000
BMW 5 серия GT 3.0 AT,2011,250475,3,Дизель,245,Автомат,Задний,6.5,6.9,2170000
BMW 5 серия 2.0 AT,2012,186000,2,Бензин,245,Автомат,Полный,7,6.5,2170000
BMW 3 серия 1.5 AT,2017,64494,1.5,Бензин,136,Автомат,Задний,5,9.1,2175000
BMW X5 3.0 AT,2013,132469,3,Дизель,245,Автомат,Полный,7.4,7.6,2179000
BMW 5 серия 2.0 AT,2016,95781,2,Бензин,245,Автомат,Полный,7,6.5,2189000
BMW X6 3.0 AT,2012,190714,3,Бензин,306,Автомат,Полный,10.1,6.7,2189000
BMW X5 3.0 AT,2012,260360,3,Дизель,245,Автомат,Полный,7.4,7.6,2190000
BMW 5 серия GT 3.0 AT,2011,130000,3,Бензин,306,Автомат,Полный,9.3,6.3,2190000
BMW X3 3.0 AT,2013,139000,3,Дизель,249,Автомат,Полный,6,6.2,2190000
BMW 4 серия 2.0 AT,2014,170000,2,Дизель,184,Автомат,Полный,4.7,7.3,2190000
BMW 4 серия 2.0 AT,2014,190000,2,Бензин,245,Автомат,Задний,6.4,5.8,2190000
BMW 5 серия 2.0 AT,2014,173000,2,Бензин,245,Автомат,Полный,7,6.5,2190000
BMW 5 серия 3.0 AT,2012,287471,3,Дизель,258,Автомат,Полный,5.5,6,2190000
BMW 3 серия 2.0 AT,2014,194500,2,Бензин,184,Автомат,Задний,5.9,7.6,2190000
BMW 3 серия 2.0 AT,2012,196000,2,Дизель,184,Автомат,Задний,4.4,7.4,2190000
BMW X6 3.0 AT,2010,7800,3,Дизель,286,Автомат,Полный,8.9,6.9,2190000
BMW 3 серия 1.5 AT,2018,81000,1.5,Бензин,136,Автомат,Задний,5,9.1,2190000
BMW 3 серия GT 2.0 AT,2016,162000,2,Дизель,190,Автомат,Полный,4.5,7.7,2195000
BMW 7 серия 3.0 AT,2013,162950,3,Бензин,320,Автомат,Полный,8.3,5.6,2195000
BMW 3 серия 2.0 AT,2018,189650,2,Дизель,190,Автомат,Задний,4,7.2,2199000
BMW 5 серия 3.0 AT,2012,252000,3,Дизель,258,Автомат,Полный,5.5,6,2199000
BMW X5 3.0 AT,2010,225000,3,Дизель,286,Автомат,Полный,8.2,7,2200000
BMW 5 серия 2.0 AT,2014,240000,2,Дизель,190,Автомат,Задний,4.5,7.7,2200000
BMW X1 2.0 AT,2014,130000,2,Дизель,184,Автомат,Полный,5.4,8.1,2200000
BMW 1 серия 3.0 AT,2008,166000,3,Бензин,218,Автомат,Задний,7.9,7,2200000
BMW X6 3.0 AT,2012,255000,3,Бензин,306,Автомат,Полный,10.1,6.7,2200000
BMW 1 серия 1.5 AT,2017,104000,1.5,Бензин,136,Автомат,Задний,4.8,8.7,2200000
BMW X6 3.0 AT,2011,351000,3,Дизель,306,Автомат,Полный,7.5,6.5,2200000
BMW 5 серия 2.0 AT,2008,385000,2,Дизель,163,Автомат,Задний,6.1,8.6,2200000
BMW 5 серия 2.0 AT,2013,242900,2,Дизель,184,Автомат,Задний,4.5,7.9,2200000
BMW 3 серия 2.0 AT,2013,192000,2,Дизель,184,Автомат,Полный,4.7,7.4,2200000
BMW 3 серия 1.5 AT,2018,124000,1.5,Бензин,136,Автомат,Задний,5,9.1,2200000
BMW 3 серия 2.0 AT,2015,187200,2,Дизель,184,Автомат,Полный,4.7,7.4,2200000
BMW 5 серия 2.0 AT,2012,151000,2,Бензин,184,Автомат,Задний,6.4,8,2200000
BMW 3 серия 3.0 AT,2007,203500,3,Дизель,231,Автомат,Задний,6.9,7.3,2200000
BMW 5 серия 2.0 AT,2013,230000,2,Бензин,184,Автомат,Задний,6.4,8,2200000
BMW 1 серия 1.5 AT,2019,67634,1.5,Бензин,136,Автомат,Задний,4.8,8.7,2219669
BMW 3 серия 2.0 AT,2010,134754,2,Бензин,156,Автомат,Задний,8.2,9.8,2220000
BMW X6 3.0 AT,2008,224000,3,Дизель,235,Автомат,Полный,8.9,8,2222222
BMW 3 серия 2.0 AT,2010,134754,2,Бензин,156,Автомат,Задний,8.2,9.8,2220000
BMW X6 3.0 AT,2008,224000,3,Дизель,235,Автомат,Полный,8.9,8,2222222
BMW X6 3.0 AT,2010,138865,3,Бензин,306,Автомат,Полный,10.1,6.7,2230000
BMW 5 серия 2.0 AT,2013,199000,2,Бензин,245,Автомат,Полный,7,6.5,2230000
BMW X6 M 4.4 AT,2010,145532,4.4,Бензин,555,Автомат,Полный,13.9,4.7,2240000
BMW 5 серия 2.0 AT,2016,221000,2,Дизель,190,Автомат,Задний,4.5,7.7,2247000
BMW 1 серия 1.5 AT,2019,74578,1.5,Бензин,136,Автомат,Задний,4.8,8.7,2249000
BMW 3 серия 2.0 AT,2017,94431,2,Бензин,184,Автомат,Задний,5.3,7.3,2249000
BMW 3 серия 2.0 AT,2014,130000,2,Бензин,184,Автомат,Полный,5.7,8,2250000
BMW 5 серия 2.0 AT,2014,216500,2,Бензин,245,Автомат,Полный,7,6.5,2250000
BMW 5 серия 2.0 AT,2013,265000,2,Бензин,245,Автомат,Полный,7,6.5,2250000
BMW X5 3.0 AT,2010,316000,3,Дизель,235,Автомат,Полный,8.2,8.1,2250000
BMW 3 серия 2.0 AT,2015,119700,2,Бензин,184,Автомат,Задний,5.3,7.3,2250000
BMW X5 3.0 AT,2012,330000,3,Дизель,245,Автомат,Полный,7.4,7.6,2250000
BMW 5 серия 2.0 AT,2014,163000,2,Бензин,245,Автомат,Полный,7,6.5,2250000
BMW X5 3.0 AT,2011,179000,3,Бензин,306,Автомат,Полный,10.1,6.8,2250000
BMW 3 серия 2.0 AT,2019,40000,2,Дизель,190,Автомат,Полный,4.8,6.9,2250000
BMW X5 3.0 AT,2008,293906,3,Дизель,235,Автомат,Полный,8.2,8.1,2260000
BMW X3 2.0 AT,2015,212862,2,Дизель,190,Автомат,Полный,5.2,8.1,2270000
BMW 1 серия 1.5 AT,2018,69802,1.5,Бензин,136,Автомат,Задний,4.8,8.7,2270000
BMW 5 серия 2.0 AT,2012,124500,2,Бензин,245,Автомат,Полный,7,6.5,2270000
BMW 5 серия 2.0 AT,2015,193600,2,Дизель,190,Автомат,Задний,4.5,7.7,2275000
BMW 1 серия 2.0 AT,2020,117026,2,Дизель,150,Автомат,Передний,4.4,8.4,2279000
BMW X5 3.0 AT,2013,141406,3,Бензин,306,Автомат,Полный,10.1,6.8,2285000
BMW X6 3.0 AT,2012,176267,3,Дизель,245,Автомат,Полный,7.4,7.5,2285000
BMW 3 серия 2.0 AT,2014,160000,2,Дизель,184,Автомат,Полный,4.7,7.4,2290000
BMW 3 серия 2.0 AT,2014,137000,2,Бензин,184,Автомат,Задний,5.9,7.6,2290000
BMW X6 3.0 AT,2012,250000,3,Дизель,306,Автомат,Полный,7.5,6.5,2290000
BMW X3 2.0 AT,2012,106000,2,Дизель,184,Автомат,Полный,5.6,8.5,2290000
BMW 3 серия 2.0 AT,2014,208000,2,Бензин,184,Автомат,Полный,5.7,8,2290000
BMW 1 серия 1.5 AT,2018,111000,1.5,Бензин,136,Автомат,Задний,4.8,8.7,2299000
BMW 5 серия 2.0 AT,2011,235000,2,Дизель,218,Автомат,Полный,5.1,7,2299000
BMW X6 3.0 AT,2013,275377,3,Дизель,245,Автомат,Полный,7.4,7.5,2299000
BMW 5 серия 2.0 AT,2014,218974,2,Бензин,245,Автомат,Полный,7,6.5,2299000
BMW 6 серия 3.0 AT,2011,147000,3,Бензин,320,Автомат,Задний,7.6,5.3,2299000
BMW 6 серия 3.0 AT,2011,131000,3,Бензин,320,Автомат,Задний,7.6,5.3,2300000
BMW X3 2.0 AT,2013,126000,2,Бензин,184,Автомат,Полный,7.5,8.6,2300000
BMW 7 серия 6.0 AT,2004,234000,6,Бензин,445,Автомат,Задний,13.6,5.6,2300000
BMW X6 3.0 AT,2009,200000,3,Дизель,235,Автомат,Полный,8.9,8,2300000
BMW X5 3.0 AT,2013,258000,3,Бензин,306,Автомат,Полный,10.1,6.8,2300000
BMW X3 3.0 AT,2011,73000,3,Бензин,306,Автомат,Полный,8.8,5.7,2300000
BMW 3 серия GT 2.0 AT,2017,125000,2,Дизель,190,Автомат,Полный,4.5,7.7,2309000
BMW 5 серия 2.0 AT,2014,181900,2,Дизель,184,Автомат,Задний,4.5,7.9,2310000
BMW X4 2.0 AT,2016,137968,2,Бензин,184,Автомат,Полный,6.9,8.1,2310900
BMW X3 2.0 AT,2014,180231,2,Бензин,184,Автомат,Полный,7.2,8.2,2330000
BMW X1 1.5 AMT,2021,27000,1.5,Бензин,140,Робот,Передний,6.4,9.6,2330000
BMW X5 3.0 AT,2012,167900,3,Дизель,245,Автомат,Полный,7.4,7.6,2340000
BMW X1 2.0 AT,2016,112011,2,Дизель,150,Автомат,Полный,4.9,9.3,2340000
BMW X1 1.5 AMT,2021,27000,1.5,Бензин,140,Робот,Передний,6.4,9.6,2330000
BMW X5 3.0 AT,2012,167900,3,Дизель,245,Автомат,Полный,7.4,7.6,2340000
BMW X1 2.0 AT,2016,112011,2,Дизель,150,Автомат,Полный,4.9,9.3,2340000
BMW X6 3.0 AT,2010,99168,3,Бензин,306,Автомат,Полный,10.1,6.7,2349000
BMW X1 2.0 AT,2016,101130,2,Бензин,231,Автомат,Полный,6.5,6.5,2349099
BMW X5 3.0 AT,2011,239500,3,Дизель,306,Автомат,Полный,7.5,6.6,2349985
BMW 5 серия 2.0 AT,2014,157310,2,Дизель,190,Автомат,Задний,4.5,7.7,2350000
BMW 3 серия 2.0 AT,2016,135000,2,Бензин,184,Автомат,Полный,5.7,7.6,2350000
BMW 3 серия 2.0 AT,2014,183000,2,Дизель,184,Автомат,Полный,4.7,7.4,2350000
BMW X6 3.0 AT,2011,148000,3,Дизель,245,Автомат,Полный,7.4,7.5,2350000
BMW X3 2.0 AT,2015,264000,2,Дизель,190,Автомат,Полный,5.2,8.1,2350000
BMW 1 серия 1.5 AT,2018,41850,1.5,Бензин,136,Автомат,Задний,4.8,8.7,2350000
BMW X3 2.0 AT,2014,212000,2,Бензин,184,Автомат,Полный,7.2,8.2,2350000
BMW 6 серия Gran Coupe 3.0 AT,2013,175148,3,Бензин,320,Автомат,Полный,8.1,5.3,2350000
