Name,Year,Mileage,Engine_capacity,Engine_type,Power,Transmission,Drive,Fuel_consumption_mixed,Acceleration_to_100,Cost
BMW X1 2.0 AT,2018,117000,2,Дизель,150,Автомат,Передний,4.3,9.2,2380000
BMW X6 3.0 AT,2012,264000,3,Бензин,306,Автомат,Полный,10.1,6.7,2390000
BMW i3 0.6 AT,2016,99856,0.6,Гибрид,170,Автомат,Задний,0.6,7.9,2390000
BMW X1 1.5 AMT,2019,62833,1.5,Бензин,140,Робот,Передний,6.4,9.6,2399000
BMW 5 серия 2.0 AT,2015,184000,2,Дизель,190,Автомат,Задний,4.5,7.7,2399000
BMW 5 серия 3.0 AT,2015,149039,3,Бензин,306,Автомат,Полный,7.6,5.6,2399099
BMW X3 3.0 AT,2014,216000,3,Дизель,249,Автомат,Полный,6,6.2,2400000
BMW X5 3.0 AT,2010,210000,3,Дизель,245,Автомат,Полный,7.4,7.6,2400000
BMW Z4 2.5 AT,2009,210000,2.5,Бензин,204,Автомат,Задний,8.2,7.3,2400000
BMW 1 серия 2.0 AT,2019,64500,2,Дизель,150,Автомат,Передний,4.4,8.4,2400000
BMW X2 1.5 AMT,2019,113300,1.5,Бензин,140,Робот,Передний,6.3,9.6,2400000
BMW X6 3.0 AT,2012,149000,3,Бензин,306,Автомат,Полный,10.1,6.7,2400000
BMW 2 серия 2.0 AT,2014,60235,2,Бензин,184,Автомат,Задний,5.7,7,2400000
BMW 5 серия 2.0 AT,2014,173000,2,Бензин,245,Автомат,Полный,7,6.5,2400000
BMW X2 1.5 AMT,2020,95000,1.5,Бензин,140,Робот,Передний,6.3,9.6,2427500
BMW 3 серия 2.0 AT,2018,166000,2,Дизель,150,Автомат,Задний,4.5,8.8,2430000
BMW 5 серия 2.0 AT,2016,195000,2,Дизель,190,Автомат,Задний,4.5,7.7,2430000
BMW 4 серия 2.0 AT,2013,168000,2,Дизель,184,Автомат,Задний,4.8,8.2,2440000
BMW 4 серия 2.0 AT,2014,136000,2,Бензин,184,Автомат,Задний,8.6,7.6,2450000
BMW X3 2.0 AT,2012,122700,2,Бензин,245,Автомат,Полный,7.5,6.7,2450000
BMW 5 серия 2.0 AT,2012,92021,2,Бензин,184,Автомат,Задний,6.4,8,2450000
BMW 7 серия 3.0 AT,2012,109000,3,Бензин,320,Автомат,Полный,8.3,5.6,2450000
BMW 4 серия Gran Coupe 2.0 AT,2015,216000,2,Бензин,245,Автомат,Задний,6.7,6.1,2450000
BMW 3 серия 1.5 AT,2016,94900,1.5,Бензин,136,Автомат,Задний,5,9.1,2450000
BMW 3 серия 2.0 AT,2015,210000,2,Бензин,184,Автомат,Задний,5.3,7.3,2450000
BMW 2 серия Gran Coupe 1.5 AMT,2020,141000,1.5,Бензин,140,Робот,Передний,5.4,8.7,2470000
BMW X6 3.0 AT,2013,165851,3,Бензин,306,Автомат,Полный,10.1,6.7,2470000
BMW X5 3.0 AT,2011,237000,3,Дизель,306,Автомат,Полный,7.5,6.6,2480000
BMW X6 3.0 AT,2012,195400,3,Дизель,245,Автомат,Полный,7.4,7.5,2480000
BMW 5 серия 2.0 AT,2017,160000,2,Дизель,190,Автомат,Задний,4.8,7.5,2487000
BMW X3 3.0 AT,2014,193018,3,Дизель,249,Автомат,Полный,5.9,5.9,2490000
BMW X1 2.0 AT,2017,106000,2,Дизель,150,Автомат,Полный,4.9,9.3,2490000
BMW X5 3.0 AT,2013,227000,3,Дизель,245,Автомат,Полный,7.4,7.6,2490000
BMW X3 2.0 AT,2015,152000,2,Бензин,184,Автомат,Полный,7.2,8.2,2490000
BMW 3 серия 2.0 AT,2018,72346,2,Дизель,190,Автомат,Полный,4.3,7.3,2499000
BMW 5 серия 2.0 AT,2015,153000,2,Бензин,184,Автомат,Задний,5.1,7.9,2499000
BMW 5 серия GT 3.0 AT,2011,250000,3,Дизель,245,Автомат,Задний,6.5,6.9,2499000
BMW X3 3.0 AT,2014,225000,3,Дизель,249,Автомат,Полный,5.9,5.9,2499000
BMW X1 2.0 AT,2018,160731,2,Дизель,150,Автомат,Полный,4.9,9.3,2500000
BMW X6 3.0 AT,2012,150000,3,Бензин,306,Автомат,Полный,10.1,6.7,2500000
BMW 5 серия 2.0 AT,2015,199999,2,Дизель,218,Автомат,Задний,4.9,7.1,2500000
BMW 5 серия 2.5 AT,2011,263000,2.5,Бензин,204,Автомат,Задний,8,8.5,2500000
BMW X3 3.0 AT,2012,225000,3,Дизель,249,Автомат,Полный,6,6.2,2500000
BMW X2 2.0 AT,2019,169398,2,Дизель,190,Автомат,Передний,4.9,7.9,2500000
BMW 3 серия 2.0 AT,2015,211000,2,Бензин,184,Автомат,Полный,5.7,8,2500000
BMW X6 4.4 AT,2008,210000,4.4,Бензин,407,Автомат,Полный,9.9,5.6,2500000
BMW Z4 3.0 MT,2009,135000,3,Бензин,258,Механика,Задний,8.5,5.8,2500000
BMW X3 3.0 AT,2012,272500,3,Дизель,258,Автомат,Полный,6,6.2,2500000
BMW 3 серия 2.0 AT,2014,94000,2,Бензин,184,Автомат,Полный,5.7,8,2500000
BMW 3 серия 2.0 AT,2015,300000,2,Бензин,184,Автомат,Полный,5.7,8,2500000
BMW 6 серия 4.4 AT,2012,165000,4.4,Бензин,407,Автомат,Задний,10.5,4.9,2500000
BMW X6 M 4.4 AT,2011,144000,4.4,Бензин,555,Автомат,Полный,13.9,4.7,2500000
BMW 6 серия 3.0 AT,2011,144600,3,Бензин,320,Автомат,Задний,7.6,5.3,2500000
BMW 3 серия 3.0 AT,2008,95000,3,Бензин,306,Автомат,Задний,9.1,5.7,2500000
BMW X1 2.0 AT,2016,192000,2,Бензин,192,Автомат,Полный,6.4,7.4,2500000
BMW 3 серия 2.0 AT,2014,193000,2,Бензин,184,Автомат,Полный,5.7,8,2500000
BMW X6 3.0 AT,2012,196200,3,Дизель,306,Автомат,Полный,7.5,6.5,2510000
BMW 1 серия 1.5 AMT,2020,187105,1.5,Бензин,140,Робот,Передний,5.7,8.5,2520000
BMW 3 серия GT 2.0 AT,2018,188816,2,Дизель,190,Автомат,Полный,4.5,7.7,2520000
BMW M3 4.0 AMT,2008,216000,4,Бензин,420,Робот,Задний,11.9,4.6,2520000
BMW 5 серия 2.0 AT,2016,131551,2,Бензин,184,Автомат,Задний,5.1,7.9,2524000
BMW 3 серия GT 2.0 AT,2018,167500,2,Бензин,184,Автомат,Полный,6.3,8.4,2535000
BMW 5 серия 2.0 AT,2018,110382,2,Дизель,190,Автомат,Задний,4.5,7.5,2539000
BMW X1 2.0 AT,2017,139990,2,Дизель,150,Автомат,Полный,4.9,9.3,2540000
BMW 3 серия GT 2.0 AT,2019,156251,2,Бензин,184,Автомат,Задний,5.8,8.1,2541000
BMW 3 серия 2.0 AT,2016,110431,2,Бензин,184,Автомат,Полный,5.7,7.6,2547959
BMW X1 1.5 AMT,2021,92337,1.5,Бензин,140,Робот,Передний,6.4,9.6,2549000
BMW 5 серия 3.0 AT,2012,122000,3,Дизель,258,Автомат,Полный,5.5,6,2550000
BMW X5 3.0 AT,2011,223000,3,Дизель,306,Автомат,Полный,7.5,6.6,2550000
BMW X1 2.0 AT,2017,117000,2,Бензин,231,Автомат,Полный,6.5,6.5,2550000
BMW X3 2.0 AT,2015,158150,2,Дизель,190,Автомат,Полный,5.2,8.1,2550000
BMW 3 серия 2.0 AT,2018,96000,2,Дизель,190,Автомат,Полный,4.3,7.3,2550000
BMW 3 серия 2.0 AT,2014,157511,2,Бензин,184,Автомат,Полный,5.7,8,2550000
BMW 5 серия 2.0 AT,2016,138200,2,Бензин,245,Автомат,Полный,7,6.5,2550000
BMW 3 серия GT 2.0 AT,2018,129000,2,Дизель,190,Автомат,Полный,4.5,7.7,2550000
BMW 3 серия 1.5 AT,2019,133000,1.5,Бензин,136,Автомат,Задний,5.8,9.3,2550000
BMW 3 серия 2.0 AT,2017,132105,2,Дизель,190,Автомат,Полный,4.3,7.3,2555000
BMW X1 2.0 AT,2015,126500,2,Дизель,190,Автомат,Полный,4.9,7.6,2560000
BMW Z4 2.0 AT,2012,119000,2,Бензин,184,Автомат,Задний,6.8,6.9,2590000
BMW 3 серия 3.0 AT,2014,216000,3,Бензин,306,Автомат,Полный,7.6,5,2590000
BMW 5 серия 2.0 AT,2013,173657,2,Дизель,184,Автомат,Задний,4.5,7.9,2595000
BMW 3 серия 2.0 AT,2017,108180,2,Бензин,249,Автомат,Полный,5.9,5.8,2595000
BMW X6 3.0 AT,2013,166000,3,Дизель,245,Автомат,Полный,7.4,7.5,2595000
BMW 5 серия 2.0 AT,2016,205000,2,Бензин,245,Автомат,Задний,6.1,6.3,2599000
BMW X3 3.0 AT,2015,246928,3,Дизель,249,Автомат,Полный,5.9,5.9,2599000
BMW X6 3.0 AT,2011,155000,3,Бензин,306,Автомат,Полный,10.1,6.7,2599000
BMW X5 M 4.4 AT,2013,150000,4.4,Бензин,555,Автомат,Полный,13.9,4.7,2600000
BMW 3 серия 2.0 AT,2018,160000,2,Дизель,190,Автомат,Задний,4,7.2,2600000
BMW 5 серия 3.0 AT,2013,314000,3,Дизель,258,Автомат,Полный,5.4,5.7,2600000
BMW 1 серия 1.5 AT,2019,23129,1.5,Бензин,136,Автомат,Задний,4.8,8.7,2600000
BMW 2 серия Active Tourer 1.5 AT,2019,79000,1.5,Гибрид,224,Автомат,Полный,2,6.7,2600000
BMW 5 серия 2.0 AT,2018,262000,2,Дизель,190,Автомат,Полный,4.8,7.6,2600000
BMW X4 2.0 AT,2015,196235,2,Дизель,190,Автомат,Полный,4.9,8,2619000
BMW 3 серия 2.0 AT,2018,106000,2,Бензин,184,Автомат,Полный,5.7,7.6,2630000
BMW 1 серия 2.0 AT,2020,68800,2,Дизель,150,Автомат,Передний,4.4,8.4,2636500
BMW 5 серия 3.0 AT,2013,235000,3,Дизель,258,Автомат,Полный,5.4,5.7,2640000
BMW 5 серия 2.0 AT,2015,147000,2,Дизель,190,Автомат,Задний,4.5,7.7,2640000
BMW i3 0.6 AT,2017,94500,0.6,Гибрид,170,Автомат,Задний,0.6,7.9,2649000
BMW 4 серия Gran Coupe 2.0 AT,2018,133338,2,Бензин,184,Автомат,Задний,5.5,7.7,2650000
BMW 3 серия 2.0 AT,2019,107000,2,Дизель,150,Автомат,Задний,4.5,8.8,2650000
BMW 3 серия 2.0 AT,2018,89000,2,Дизель,190,Автомат,Полный,4.3,7.3,2650000
BMW 3 серия 2.0 AT,2016,271000,2,Бензин,184,Автомат,Полный,5.7,7.6,2650000
BMW 3 серия 3.0 AT,2013,256000,3,Бензин,306,Автомат,Полный,7.6,5,2650000
BMW X1 2.0 AT,2017,86078,2,Бензин,192,Автомат,Полный,6.4,7.4,2650000
BMW 3 серия 2.0 AT,2018,98519,2,Дизель,190,Автомат,Задний,4,7.2,2665000
BMW 3 серия 2.0 AT,2017,105000,2,Дизель,190,Автомат,Полный,4.3,7.3,2670000
BMW 3 серия 2.0 AT,2016,108100,2,Бензин,184,Автомат,Задний,5.3,7.3,2670000
BMW 6 серия 3.0 AT,2011,163900,3,Бензин,320,Автомат,Задний,7.6,5.3,2679000
BMW 2 серия Gran Coupe 1.5 AMT,2021,130200,1.5,Бензин,140,Робот,Передний,5.4,8.7,2690000
BMW X5 3.0 AT,2014,165000,3,Бензин,306,Автомат,Полный,8.5,6.5,2699000
BMW X5 3.0 AT,2012,106623,3,Бензин,306,Автомат,Полный,10.1,6.8,2699000
BMW 3 серия 2.0 AT,2018,196428,2,Дизель,190,Автомат,Задний,4,7.2,2699000
BMW X5 3.0 AT,2010,201324,3,Дизель,245,Автомат,Полный,7.4,7.6,2699000
BMW 5 серия 3.0 AT,2015,245083,3,Дизель,258,Автомат,Полный,5.4,5.7,2700000
BMW 1 серия 2.0 AT,2020,132416,2,Дизель,150,Автомат,Передний,4.4,8.4,2700000
BMW 5 серия 3.0 AT,2015,192000,3,Дизель,258,Автомат,Полный,5.4,5.7,2700000
BMW X5 4.4 AT,2013,196441,4.4,Бензин,450,Автомат,Полный,10.4,5,2700000
BMW X1 2.0 AT,2019,129798,2,Дизель,150,Автомат,Полный,4.9,9.3,2700000
BMW 5 серия 2.0 AT,2019,333065,2,Дизель,190,Автомат,Полный,4.8,7.6,2700000
BMW 5 серия 2.0 AT,2018,85930,2,Бензин,184,Автомат,Задний,6.2,7.8,2700000
BMW M5 4.9 MT,1999,105000,4.9,Бензин,400,Механика,Задний,13.9,5.3,2700000
BMW 3 серия 2.0 AT,2017,165000,2,Дизель,190,Автомат,Полный,4.3,7.3,2700000
BMW X6 3.0 AT,2010,396367,3,Бензин,306,Автомат,Полный,10.1,6.7,2735000
BMW X1 2.0 AT,2018,125803,2,Бензин,192,Автомат,Полный,6.4,7.4,2749000
BMW 3 серия GT 2.0 AT,2017,79000,2,Бензин,184,Автомат,Полный,6.3,8.4,2750000
BMW 3 серия 2.0 AT,2018,156000,2,Дизель,190,Автомат,Задний,4,7.2,2750000
BMW 1 серия 2.0 AT,2019,78322,2,Дизель,190,Автомат,Передний,4.6,7.3,2750000
BMW X3 2.0 AT,2015,178400,2,Бензин,184,Автомат,Полный,7.2,8.2,2750000
BMW X1 2.0 AT,2017,110000,2,Бензин,192,Автомат,Полный,6.4,7.4,2750000
BMW 4 серия 2.0 AT,2014,115000,2,Бензин,184,Автомат,Полный,8.6,7.6,2750000
BMW 5 серия GT 3.0 AT,2013,105000,3,Бензин,306,Автомат,Полный,8.5,6.1,2750000
BMW 5 серия 2.0 AT,2019,265000,2,Дизель,190,Автомат,Задний,4.8,7.5,2750000
BMW X3 3.0 AT,2013,225000,3,Дизель,249,Автомат,Полный,6,6.2,2750000
BMW 4 серия Gran Coupe 2.0 AT,2019,120000,2,Дизель,150,Автомат,Задний,4.1,8.9,2750000
BMW 5 серия 2.0 AT,2019,104011,2,Бензин,184,Автомат,Задний,6.2,7.8,2750500
BMW X1 2.0 AT,2018,128541,2,Дизель,150,Автомат,Полный,4.9,9.3,2770000
BMW X6 3.0 AT,2014,197778,3,Дизель,245,Автомат,Полный,7.4,7.5,2770000
BMW 5 серия 2.0 AT,2016,57284,2,Дизель,190,Автомат,Задний,4.5,7.7,2779000
BMW 4 серия Gran Coupe 2.0 AT,2014,120000,2,Бензин,184,Автомат,Задний,6,7.3,2790000
BMW X4 3.0 AT,2015,192953,3,Дизель,249,Автомат,Полный,5.7,5.8,2798000
BMW 6 серия 3.0 AT,2014,170000,3,Бензин,320,Автомат,Полный,8.1,5.2,2799000
BMW X6 M 4.4 AT,2011,130000,4.4,Бензин,555,Автомат,Полный,13.9,4.7,2799000
BMW 3 серия 2.0 AT,2018,131211,2,Бензин,184,Автомат,Полный,5.7,7.6,2800000
BMW X5 3.0 AT,2015,290000,3,Дизель,249,Автомат,Полный,6.2,6.9,2800000
BMW 5 серия 2.0 AT,2019,274000,2,Дизель,190,Автомат,Полный,4.8,7.6,2800000
BMW X5 3.0 AT,2013,213000,3,Дизель,381,Автомат,Полный,6.7,5.3,2800000
BMW 5 серия GT 3.0 AT,2013,185000,3,Бензин,306,Автомат,Полный,8.5,6.1,2800000
BMW 5 серия 2.0 AT,2017,142000,2,Дизель,190,Автомат,Задний,4.8,7.5,2800000
BMW X2 2.0 AT,2018,148267,2,Дизель,190,Автомат,Полный,4.6,7.7,2800000
BMW X3 3.0 AT,2017,76000,3,Дизель,249,Автомат,Полный,5.9,5.9,2800000
BMW 5 серия 2.0 AT,2019,301300,2,Дизель,190,Автомат,Задний,4.8,7.5,2800000
BMW 2 серия Gran Coupe 1.5 AMT,2021,86000,1.5,Бензин,140,Робот,Передний,5.4,8.7,2800000
BMW 3 серия 2.0 AT,2012,261394,2,Бензин,245,Автомат,Задний,6.3,6.1,2800000
BMW X5 3.0 AT,2013,223500,3,Дизель,249,Автомат,Полный,6.2,6.9,2800000
BMW M5 5.0 AMT,2005,230000,5,Бензин,507,Робот,Задний,14.4,4.7,2800000
BMW X4 3.0 AT,2015,176256,3,Дизель,249,Автомат,Полный,5.7,5.8,2816000
BMW X4 3.0 AT,2016,242000,3,Дизель,249,Автомат,Полный,5.7,5.8,2829000
BMW X1 2.0 AT,2018,108000,2,Дизель,150,Автомат,Полный,4.9,9.3,2840000
BMW X5 3.0 AT,2009,275000,3,Дизель,269,Автомат,Полный,10.7,7.2,2840000
BMW 4 серия Gran Coupe 2.0 AT,2018,90011,2,Бензин,184,Автомат,Задний,5.5,7.7,2840000
BMW X2 1.5 AMT,2019,58200,1.5,Бензин,140,Робот,Передний,6.3,9.6,2845000
BMW X4 3.0 AT,2014,232534,3,Дизель,249,Автомат,Полный,5.7,5.8,2845000
BMW X5 3.0 AT,2015,220000,3,Дизель,218,Автомат,Полный,6.2,8,2849000
BMW X5 3.0 AT,2014,154000,3,Бензин,306,Автомат,Полный,8.5,6.5,2849999
BMW X4 2.0 AT,2016,96000,2,Бензин,245,Автомат,Полный,7,6.4,2850000
BMW X3 3.0 AT,2014,80000,3,Дизель,249,Автомат,Полный,5.9,5.9,2850000
BMW X5 3.0 AT,2011,230000,3,Дизель,306,Автомат,Полный,7.5,6.6,2850000
BMW X1 1.5 AMT,2021,90000,1.5,Бензин,140,Робот,Передний,6.4,9.6,2850000
BMW X3 2.0 AT,2014,126031,2,Бензин,184,Автомат,Полный,7.2,8.2,2850000
BMW X5 4.4 AT,2014,196000,4.4,Бензин,450,Автомат,Полный,10.4,5,2850000
BMW X1 2.0 AT,2017,125000,2,Дизель,190,Автомат,Полный,4.9,7.6,2850000
BMW X5 3.0 AT,2009,192000,3,Дизель,286,Автомат,Полный,8.2,7,2850000
BMW X1 2.0 AT,2017,125000,2,Дизель,190,Автомат,Полный,4.9,7.6,2850000
BMW X5 3.0 AT,2009,192000,3,Дизель,286,Автомат,Полный,8.2,7,2850000
BMW 5 серия 3.0 AT,2016,203000,3,Дизель,258,Автомат,Полный,5.4,5.7,2850000
BMW X2 2.0 AT,2018,99000,2,Дизель,150,Автомат,Передний,4.7,9.3,2850000
BMW X5 3.0 AT,2012,170000,3,Дизель,245,Автомат,Полный,7.4,7.6,2860000
BMW 1 серия 2.0 AT,2021,31669,2,Дизель,150,Автомат,Передний,4.4,8.4,2886600
BMW X6 M 4.4 AT,2011,90000,4.4,Бензин,555,Автомат,Полный,13.9,4.7,2890000
BMW X5 3.0 AT,2014,207500,3,Бензин,306,Автомат,Полный,8.5,6.5,2895000
BMW 5 серия 2.0 AT,2016,115000,2,Дизель,190,Автомат,Задний,4.5,7.7,2899000
BMW 3 серия 2.0 AT,2018,95000,2,Дизель,190,Автомат,Задний,4.7,7.1,2900000
BMW X5 3.0 AT,2014,162000,3,Дизель,218,Автомат,Полный,6.2,8,2900000
BMW 3 серия 2.0 AT,2017,118000,2,Бензин,184,Автомат,Полный,5.7,7.6,2910000
BMW X4 2.0 AT,2015,185000,2,Бензин,245,Автомат,Полный,7,6.4,2910000
BMW 5 серия 2.0 AT,2020,291000,2,Дизель,190,Автомат,Задний,4.8,7.5,2910000
BMW 5 серия 2.0 AT,2017,152704,2,Дизель,190,Автомат,Полный,4.8,7.6,2929000
BMW i3 0.6 AT,2018,36000,0.6,Гибрид,184,Автомат,Задний,0.7,7.7,2930000
BMW 3 серия 2.0 AT,2019,140000,2,Дизель,150,Автомат,Задний,4.5,8.3,2930000
BMW 1 серия 1.5 AMT,2019,59000,1.5,Бензин,140,Робот,Передний,5.7,8.5,2930000
BMW X4 2.0 AT,2015,144745,2,Дизель,190,Автомат,Полный,4.9,8,2940000
BMW 4 серия 2.0 AT,2018,76600,2,Бензин,184,Автомат,Полный,5.9,7.8,2949000
BMW 3 серия 2.0 AT,2018,73950,2,Бензин,184,Автомат,Полный,5.7,7.6,2950000
BMW 3 серия 2.0 AT,2017,125000,2,Бензин,184,Автомат,Полный,5.7,7.6,2950000
BMW 5 серия 2.0 AT,2018,144000,2,Дизель,190,Автомат,Полный,4.8,7.6,2950000
BMW X5 3.0 AT,2015,181000,3,Бензин,306,Автомат,Задний,11.2,6.5,2950000
BMW X1 2.0 AT,2018,70000,2,Дизель,150,Автомат,Полный,4.9,9.3,2950000
BMW 3 серия 2.0 AT,2020,101000,2,Дизель,150,Автомат,Задний,4.5,8.3,2950000
BMW X2 2.0 AT,2018,135500,2,Дизель,190,Автомат,Полный,4.6,7.7,2965000
BMW 3 серия 2.0 AT,2017,114568,2,Бензин,184,Автомат,Полный,5.7,7.6,2970000
BMW 6 серия Gran Coupe 3.0 AT,2012,218000,3,Дизель,313,Автомат,Задний,5.8,5.3,2970000
BMW X4 3.0 AT,2015,181600,3,Дизель,249,Автомат,Полный,5.7,5.8,2970000
BMW 2 серия Gran Coupe 1.5 AMT,2020,53612,1.5,Бензин,140,Робот,Передний,5.4,8.7,2974000
BMW X1 2.0 AT,2020,103016,2,Дизель,150,Автомат,Полный,4.8,9.3,2980000
BMW X5 3.0 AT,2015,328000,3,Бензин,306,Автомат,Полный,8.5,6.5,2990000
BMW X1 2.0 AT,2019,102000,2,Бензин,192,Автомат,Полный,7.1,7.4,2990000
BMW 3 серия GT 2.0 AT,2019,186000,2,Дизель,190,Автомат,Полный,4.5,7.7,2990000
BMW X3 3.0 AT,2014,148000,3,Дизель,249,Автомат,Полный,5.9,5.9,2990000
BMW X6 3.0 AT,2014,249938,3,Дизель,245,Автомат,Полный,7.4,7.5,2999000
BMW 7 серия 3.0 AT,2014,230000,3,Дизель,258,Автомат,Полный,6,6,2999000
BMW 1 серия 2.0 AT,2019,63000,2,Дизель,150,Автомат,Передний,4.4,8.4,2999000
BMW X3 2.0 AT,2015,102446,2,Дизель,190,Автомат,Полный,5.2,8.1,2999000
BMW 2 серия Gran Coupe 1.5 AMT,2021,79000,1.5,Бензин,140,Робот,Передний,5.4,8.7,2999000
BMW X2 2.0 AT,2018,107000,2,Бензин,192,Автомат,Полный,6.2,7.4,2999000
BMW 1 серия 3.0 MT,2005,58900,3,Бензин,265,Механика,Задний,9.2,6.1,2999999
BMW 6 серия Gran Coupe 3.0 AT,2015,130000,3,Дизель,313,Автомат,Полный,5.6,5.3,2999999
BMW 3 серия 2.0 AT,2020,54670,2,Дизель,190,Автомат,Задний,4.7,7.1,3000000
BMW X6 M 4.4 AT,2012,142000,4.4,Бензин,555,Автомат,Полный,13.9,4.7,3000000
BMW 5 серия 2.0 AT,2018,99000,2,Дизель,190,Автомат,Задний,4.8,7.5,3000000
BMW 5 серия 2.0 AT,2019,190000,2,Дизель,190,Автомат,Задний,4.8,7.5,3000000
BMW X4 2.0 AT,2015,113000,2,Бензин,245,Автомат,Полный,7,6.4,3000000
BMW 1 серия 1.5 AMT,2021,22000,1.5,Бензин,140,Робот,Передний,5.7,8.5,3000000
BMW X3 3.0 AT,2014,160000,3,Дизель,249,Автомат,Полный,6,6.2,3000000
BMW 4 серия 2.0 AT,2014,164000,2,Дизель,184,Автомат,Полный,4.7,7.3,3000000
BMW 2 серия Gran Coupe 2.0 AT,2020,71611,2,Дизель,190,Автомат,Передний,4.5,7.5,3000000
BMW 6 серия 3.0 AT,2013,142614,3,Дизель,313,Автомат,Полный,5.7,5.2,3000000
BMW X6 3.0 AT,2013,199000,3,Бензин,306,Автомат,Полный,10.1,6.7,3010000
BMW X3 3.0 AT,2016,256000,3,Дизель,249,Автомат,Полный,5.9,5.9,3030000
BMW 4 серия Gran Coupe 2.0 AT,2016,73539,2,Бензин,184,Автомат,Задний,6,7.3,3046000
BMW X2 2.0 AT,2018,120000,2,Дизель,190,Автомат,Полный,4.6,7.7,3050000
BMW 1 серия 2.0 AT,2020,35191,2,Дизель,150,Автомат,Передний,4.4,8.4,3070000
BMW X2 1.5 AMT,2021,92000,1.5,Бензин,140,Робот,Передний,6.3,9.6,3075000
BMW X6 3.0 AT,2014,159000,3,Дизель,245,Автомат,Полный,7.4,7.5,3079000
BMW X5 4.4 AT,2014,170000,4.4,Бензин,450,Автомат,Полный,10.4,5,3084990
BMW X4 2.0 AT,2015,117000,2,Бензин,184,Автомат,Полный,6.9,8.1,3090000
BMW 5 серия 2.0 AT,2017,175000,2,Дизель,190,Автомат,Задний,4.8,7.5,3090000
BMW X5 3.0 AT,2015,155555,3,Бензин,306,Автомат,Полный,8.5,6.5,3090000
BMW 1 серия 2.0 AT,2019,71000,2,Дизель,150,Автомат,Передний,4.4,8.4,3090000
BMW 5 серия 2.0 AT,2017,110000,2,Дизель,190,Автомат,Полный,4.8,7.6,3100000
BMW X6 3.0 AT,2011,117000,3,Дизель,245,Автомат,Полный,7.4,7.5,3100000
BMW 5 серия 2.0 AT,2019,120000,2,Дизель,231,Автомат,Задний,4.4,6.6,3100000
BMW 3 серия 3.0 AT,2012,89500,3,Бензин,306,Автомат,Полный,7.6,5,3100000
BMW 4 серия 2.0 AT,2019,49300,2,Бензин,249,Автомат,Задний,5.5,5.8,3100000
BMW X4 2.0 AT,2015,161200,2,Бензин,245,Автомат,Полный,7,6.4,3100000
BMW 1 серия 2.0 AT,2020,67826,2,Дизель,150,Автомат,Передний,4.4,8.4,3100000
BMW 5 серия 2.0 AT,2018,230000,2,Бензин,249,Автомат,Полный,6.7,6,3120000
BMW X4 2.0 AT,2017,109429,2,Дизель,190,Автомат,Полный,4.9,8,3120000
BMW 4 серия Gran Coupe 2.0 AT,2020,98120,2,Дизель,190,Автомат,Задний,4.5,7.4,3127000
BMW 1 серия 2.0 AT,2021,67098,2,Дизель,150,Автомат,Передний,4.4,8.4,3133000
BMW 6 серия GT 2.0 AT,2018,140000,2,Бензин,249,Автомат,Задний,7,6.3,3139000
BMW X1 1.5 AMT,2020,88000,1.5,Дизель,116,Робот,Передний,4.4,11.5,3149000
BMW X1 2.0 AT,2019,55000,2,Дизель,150,Автомат,Полный,4.8,9.3,3149000
BMW 6 серия 3.0 AT,2013,124990,3,Бензин,320,Автомат,Задний,7.8,5.5,3150000
BMW 3 серия 2.0 AT,2019,118302,2,Дизель,150,Автомат,Задний,4.5,8.3,3150000
BMW X2 1.5 AMT,2021,13800,1.5,Бензин,140,Робот,Передний,6.3,9.6,3157500
BMW 5 серия 2.0 AT,2018,237000,2,Дизель,190,Автомат,Задний,4.5,7.5,3160000
BMW X5 3.0 AT,2014,182450,3,Дизель,218,Автомат,Полный,6.2,8,3180000
BMW 5 серия 2.0 AT,2018,220000,2,Дизель,190,Автомат,Полный,5.8,7.6,3180000
BMW 7 серия 4.4 AT,2019,27000,4.4,Бензин,530,Автомат,Полный,10.2,4.1,3190000
BMW X4 2.0 AT,2016,72046,2,Бензин,245,Автомат,Полный,7,6.4,3190000
BMW X5 3.0 AT,2017,279372,3,Дизель,218,Автомат,Полный,6.2,8,3190000
BMW X3 2.0 AT,2019,127000,2,Бензин,252,Автомат,Задний,7.6,6.3,3190000
BMW X1 2.0 AT,2020,103935,2,Дизель,190,Автомат,Полный,4.8,9.3,3195000
BMW X3 2.0 AT,2018,103000,2,Дизель,190,Автомат,Полный,5.1,8,3199000
BMW 5 серия 2.0 AT,2017,97000,2,Дизель,190,Автомат,Задний,4.8,7.5,3199000
BMW 3 серия GT 2.0 AT,2019,67045,2,Дизель,190,Автомат,Полный,4.5,7.7,3199000
BMW X4 3.0 AT,2015,105040,3,Дизель,249,Автомат,Полный,5.7,5.8,3199000
BMW 3 серия 2.0 AT,2017,79133,2,Бензин,184,Автомат,Задний,5.3,7.3,3199000
BMW 3 серия 2.0 AT,2017,79133,2,Бензин,184,Автомат,Задний,5.3,7.3,3199000
BMW 5 серия 2.0 AT,2017,167000,2,Дизель,190,Автомат,Задний,4.8,7.5,3199999
BMW X1 1.5 AMT,2020,34389,1.5,Бензин,140,Робот,Передний,6.4,9.6,3200000
BMW 5 серия 2.0 AT,2017,159640,2,Дизель,190,Автомат,Задний,4.8,7.5,3200000
